metric_id_1,m1,metric_id_2,m2,metric_id_3,m3,metric_id_4,m4,metric_id_5,m5,metric_id_6,m6,metric_id_7,m7,type,value
2,Andhra Pradesh,6,BD,4,Referral,3,01-11-16,5,05-10 yrs,3,01-02 yrs,6,5,candidate_count,1
2,Andhra Pradesh,6,BD,4,Referral,3,01-11-16,6,10-50 yrs,5,05-10 yrs,3,2,candidate_count,1
2,Andhra Pradesh,6,BD,4,Referral,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,7
2,Andhra Pradesh,6,BD,4,Referral,4,01-12-16,2,00-01 yrs,2,00-01 yrs,2,1,candidate_count,2
2,Andhra Pradesh,6,BD,4,Referral,4,01-12-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,7,Operations,3,Career Page,2,01-10-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,1
2,Andhra Pradesh,9,Administration,1,Vendor,2,01-10-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,9,Administration,1,Vendor,2,01-10-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,1
2,Andhra Pradesh,9,Administration,1,Vendor,3,01-11-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,1
2,Andhra Pradesh,9,Administration,1,Vendor,3,01-11-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,3
2,Andhra Pradesh,9,Administration,1,Vendor,3,01-11-16,5,05-10 yrs,4,02-05 yrs,4,3,candidate_count,2
2,Andhra Pradesh,9,Administration,1,Vendor,3,01-11-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,2
2,Andhra Pradesh,9,Administration,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,71
2,Andhra Pradesh,9,Administration,2,Direct,2,01-10-16,6,10-50 yrs,4,02-05 yrs,6,5,candidate_count,1
2,Andhra Pradesh,9,Administration,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,39
2,Andhra Pradesh,9,Administration,2,Direct,3,01-11-16,5,05-10 yrs,4,02-05 yrs,5,4,candidate_count,1
2,Andhra Pradesh,9,Administration,2,Direct,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,12
2,Andhra Pradesh,9,Administration,3,Career Page,3,01-11-16,6,10-50 yrs,6,10-50 yrs,2,1,candidate_count,2
2,Andhra Pradesh,9,Administration,3,Career Page,4,01-12-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,1
2,Andhra Pradesh,10,Finance,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,10,Finance,2,Direct,3,01-11-16,4,02-05 yrs,3,01-02 yrs,3,2,candidate_count,1
2,Andhra Pradesh,10,Finance,2,Direct,4,01-12-16,5,05-10 yrs,4,02-05 yrs,4,3,candidate_count,1
2,Andhra Pradesh,11,Support,2,Direct,2,01-10-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,11,Support,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,2
2,Andhra Pradesh,11,Support,2,Direct,3,01-11-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,11,Support,2,Direct,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,11,Support,2,Direct,4,01-12-16,5,05-10 yrs,3,01-02 yrs,4,3,candidate_count,1
2,Andhra Pradesh,11,Support,4,Referral,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,11,Support,4,Referral,2,01-10-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,1
2,Andhra Pradesh,11,Support,4,Referral,2,01-10-16,5,05-10 yrs,4,02-05 yrs,3,2,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,2,01-10-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,2,01-10-16,6,10-50 yrs,4,02-05 yrs,4,3,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,3,01-11-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,3,01-11-16,5,05-10 yrs,4,02-05 yrs,3,2,candidate_count,3
2,Andhra Pradesh,12,Credit,2,Direct,3,01-11-16,5,05-10 yrs,4,02-05 yrs,4,3,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,3,01-11-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,4
2,Andhra Pradesh,12,Credit,2,Direct,4,01-12-16,4,02-05 yrs,2,00-01 yrs,5,4,candidate_count,1
2,Andhra Pradesh,12,Credit,2,Direct,4,01-12-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,1
2,Andhra Pradesh,12,Credit,3,Career Page,3,01-11-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,1
2,Andhra Pradesh,12,Credit,3,Career Page,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,2
2,Andhra Pradesh,14,Others,1,Vendor,3,01-11-16,4,02-05 yrs,3,01-02 yrs,4,3,candidate_count,1
2,Andhra Pradesh,14,Others,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,14,Others,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,14,Others,2,Direct,3,01-11-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
2,Andhra Pradesh,14,Others,2,Direct,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,14,Others,3,Career Page,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
2,Andhra Pradesh,14,Others,3,Career Page,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,2
3,Arunachal Pradesh,4,CSO,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,3
3,Arunachal Pradesh,4,CSO,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,5
3,Arunachal Pradesh,6,BD,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,2
3,Arunachal Pradesh,6,BD,2,Direct,2,01-10-16,2,00-01 yrs,2,00-01 yrs,2,1,candidate_count,1
3,Arunachal Pradesh,6,BD,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
3,Arunachal Pradesh,8,Analytics,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
3,Arunachal Pradesh,9,Administration,2,Direct,2,01-10-16,1,00 yrs,1,00 yrs,1,0,candidate_count,3
3,Arunachal Pradesh,14,Others,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
3,Arunachal Pradesh,14,Others,2,Direct,4,01-12-16,1,00 yrs,1,00 yrs,1,0,candidate_count,1
4,Assam,2,Corporate,1,Vendor,3,01-11-16,5,05-10 yrs,3,01-02 yrs,7,6,candidate_count,1
4,Assam,4,CSO,2,Direct,2,01-10-16,2,00-01 yrs,2,00-01 yrs,2,1,candidate_count,1
4,Assam,4,CSO,2,Direct,2,01-10-16,4,02-05 yrs,4,02-05 yrs,2,1,candidate_count,1
4,Assam,4,CSO,2,Direct,2,01-10-16,5,05-10 yrs,3,01-02 yrs,4,3,candidate_count,1
4,Assam,4,CSO,2,Direct,2,01-10-16,5,05-10 yrs,4,02-05 yrs,4,3,candidate_count,1
4,Assam,4,CSO,2,Direct,2,01-10-16,5,05-10 yrs,5,05-10 yrs,2,1,candidate_count,2
4,Assam,4,CSO,2,Direct,2,01-10-16,6,10-50 yrs,3,01-02 yrs,7,6,candidate_count,1
4,Assam,4,CSO,2,Direct,3,01-11-16,1,00 yrs,1,00 yrs,1,0,candidate_count,15
4,Assam,4,CSO,2,Direct,3,01-11-16,2,00-01 yrs,2,00-01 yrs,2,1,candidate_count,4
4,Assam,4,CSO,2,Direct,3,01-11-16,3,01-02 yrs,3,01-02 yrs,2,1,candidate_count,3
4,Assam,4,CSO,2,Direct,3,01-11-16,4,02-05 yrs,3,01-02 yrs,3,2,candidate_count,2
