,CandidateID,DOJ Joined Date,Address_State,variable,value
59,11147,12/4/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,0
60,11156,12/16/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
61,11175,12/24/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
62,112,12/25/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
63,11203,12/28/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
64,11226,12/14/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,5
65,11299,12/23/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,2
66,11318,12/4/2016,ODISHA,TAT_RECRUITER_BUSINESS_SCREENING,5
67,11327,12/30/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,1
68,11345,12/29/2016,ASSAM,TAT_RECRUITER_BUSINESS_SCREENING,2
69,11387,12/3/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,2
70,11394,12/16/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,1
71,11395,12/16/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,5
72,11405,12/8/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,5
73,1141,12/19/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,2
74,11412,12/18/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
75,11419,12/30/2016,ODISHA,TAT_RECRUITER_BUSINESS_SCREENING,2
76,11434,12/31/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,4
77,11441,12/9/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,2
78,11447,12/14/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
79,11455,12/14/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,1
80,11486,12/28/2016,PUNJAB,TAT_RECRUITER_BUSINESS_SCREENING,3
81,11495,12/10/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
82,115,12/4/2016,CHATTISGARH,TAT_RECRUITER_BUSINESS_SCREENING,3
83,11535,12/7/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
84,11539,12/4/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,2
85,1154,12/21/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
86,11552,12/30/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
87,11561,12/2/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,2
88,11570,12/2/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,1
89,11580,12/6/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,1
90,11589,12/27/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
91,11630,12/25/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,4
92,11638,12/14/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
93,11645,12/9/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
94,11665,12/12/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
95,11683,12/23/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,2
96,11686,12/31/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
97,11711,12/11/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,2
98,11717,12/13/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
99,11723,12/30/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,5
100,11802,12/15/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
101,11839,12/1/2016,HIMACHAL PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,3
102,11840,12/6/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
103,11855,12/2/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,1
104,11865,12/29/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,0
105,11875,12/16/2016,NA,TAT_RECRUITER_BUSINESS_SCREENING,3
106,1189,12/27/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
107,11903,12/4/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
108,11926,12/15/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
109,11935,12/20/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
110,11936,12/4/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,2
111,11971,12/19/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
112,1200,12/26/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,4
113,12006,12/1/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
114,12026,12/13/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
115,12072,12/22/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,3
116,12074,12/10/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,3
117,12094,12/31/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,3
118,12134,12/17/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
119,12138,12/30/2016,JHARKHAND,TAT_RECRUITER_BUSINESS_SCREENING,0
120,12149,12/20/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,3
121,1217,12/5/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,0
122,12176,12/28/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,5
123,12188,12/27/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
124,12193,12/25/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
125,12197,12/4/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
126,12206,12/7/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
127,12210,12/5/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,5
128,12214,12/31/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
129,12234,12/17/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,3
130,12243,12/11/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
131,12288,12/10/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,0
132,12324,12/31/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
133,12334,12/25/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
134,12346,12/22/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
135,12354,12/27/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
136,12369,12/28/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
137,124,12/30/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
138,12401,12/15/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
139,12419,12/4/2016,JHARKHAND,TAT_RECRUITER_BUSINESS_SCREENING,4
140,12445,12/29/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,5
141,12495,12/15/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
142,12497,12/25/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
143,12512,12/2/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,0
144,12517,12/2/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
145,12556,12/4/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
146,12558,12/11/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,1
147,12574,12/28/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,3
148,12581,12/15/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
149,12591,12/18/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,4
150,12659,12/11/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,3
151,1268,12/28/2016,CHATTISGARH,TAT_RECRUITER_BUSINESS_SCREENING,1
152,12688,12/2/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
153,1270,12/21/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,5
154,12714,12/16/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,0
155,12729,12/23/2016,ODISHA,TAT_RECRUITER_BUSINESS_SCREENING,0
156,12747,12/4/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,1
157,12750,12/11/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
158,1276,12/5/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,5
159,12767,12/23/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
160,1277,12/22/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
161,12799,12/15/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
162,12801,12/4/2016,JHARKHAND,TAT_RECRUITER_BUSINESS_SCREENING,2
163,12806,12/13/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
164,12807,12/9/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,0
165,12856,12/12/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,3
166,12865,12/28/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
167,12885,12/21/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
168,12963,12/2/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
169,130,12/10/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,4
170,13029,12/14/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,1
171,13051,12/15/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
172,13084,12/7/2016,JHARKHAND,TAT_RECRUITER_BUSINESS_SCREENING,0
173,13096,12/13/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
174,13109,12/29/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
175,13136,12/22/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
176,13156,12/18/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,1
177,13170,12/9/2016,JAMMU & KASHMIR,TAT_RECRUITER_BUSINESS_SCREENING,1
178,1319,12/28/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,2
179,13213,12/27/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,5
180,13252,12/29/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,3
181,13276,12/19/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
182,13327,12/15/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
183,13348,12/15/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,2
184,13379,12/7/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
185,13430,12/18/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,2
186,13443,12/28/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
187,13448,12/27/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,2
188,13453,12/19/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
189,13463,12/20/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
190,13468,12/30/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,5
191,13474,12/20/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
192,13500,12/18/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
193,13512,12/9/2016,ODISHA,TAT_RECRUITER_BUSINESS_SCREENING,0
194,1352,12/9/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
195,13521,12/24/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,1
196,1353,12/25/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
197,1358,12/25/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
198,13601,12/13/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
199,13611,12/1/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,1
200,13623,12/16/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,2
201,1364,12/16/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,2
202,13655,12/24/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,4
203,13662,12/24/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
204,13666,12/27/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,4
205,13674,12/14/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,2
206,13768,12/6/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
207,13773,12/18/2016,PUNJAB,TAT_RECRUITER_BUSINESS_SCREENING,2
208,13791,12/14/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,1
209,13815,12/7/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,0
210,13851,12/14/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,3
211,13856,12/18/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,1
212,13857,12/10/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
213,13862,12/12/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,0
214,13882,12/13/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,0
215,13898,12/27/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,0
216,13942,12/20/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,3
217,13951,12/22/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
218,13954,12/13/2016,CHATTISGARH,TAT_RECRUITER_BUSINESS_SCREENING,0
219,13957,12/31/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,5
220,13967,12/23/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,0
221,13985,12/24/2016,PUNJAB,TAT_RECRUITER_BUSINESS_SCREENING,5
222,14005,12/9/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,3
223,14021,12/22/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,1
224,14028,12/28/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
225,14047,12/31/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,3
226,1409,12/8/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
227,14103,12/13/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,3
228,14105,12/22/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,4
229,14169,12/14/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
230,14206,12/26/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,4
231,14207,12/11/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,0
232,14215,12/22/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,4
233,1423,12/6/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,3
234,14253,12/11/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
235,14276,12/30/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
236,14277,12/13/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,1
237,14285,12/13/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
238,14290,12/18/2016,JHARKHAND,TAT_RECRUITER_BUSINESS_SCREENING,3
239,14306,12/17/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,3
240,14312,12/20/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,3
241,14321,12/29/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,0
242,14322,12/26/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
243,14334,12/28/2016,UTTARAKHAND,TAT_RECRUITER_BUSINESS_SCREENING,4
244,14371,12/30/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,0
245,14373,12/19/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,0
246,14413,12/6/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,0
247,14417,12/15/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,5
248,14433,12/13/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,1
249,14451,12/6/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
250,14459,12/1/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,1
251,14470,12/11/2016,ODISHA,TAT_RECRUITER_BUSINESS_SCREENING,1
252,14486,12/23/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,2
253,14493,12/6/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
254,14568,12/17/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
255,1461,12/17/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,4
256,14618,12/17/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
257,14663,12/31/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
258,14682,12/28/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,4
259,14708,12/18/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,0
260,14715,12/11/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,1
261,14721,12/29/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,2
262,14740,12/30/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,5
263,14770,12/28/2016,PUNJAB,TAT_RECRUITER_BUSINESS_SCREENING,2
264,14778,12/2/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,5
265,14819,12/21/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
266,14837,12/8/2016,KERALA,TAT_RECRUITER_BUSINESS_SCREENING,5
267,14869,12/13/2016,HARYANA,TAT_RECRUITER_BUSINESS_SCREENING,0
268,1487,12/5/2016,GUJARAT,TAT_RECRUITER_BUSINESS_SCREENING,2
269,14938,12/2/2016,CHATTISGARH,TAT_RECRUITER_BUSINESS_SCREENING,5
270,14969,12/25/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
271,14993,12/22/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
272,14997,12/21/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
273,15012,12/7/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,0
274,15019,12/5/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,1
275,15024,12/22/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,2
276,15029,12/24/2016,BIHAR,TAT_RECRUITER_BUSINESS_SCREENING,3
277,15030,12/10/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,4
278,15032,12/9/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,5
279,15045,12/31/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,4
280,15051,12/2/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,2
281,15082,12/24/2016,WEST BENGAL,TAT_RECRUITER_BUSINESS_SCREENING,3
282,15096,12/29/2016,NA,TAT_RECRUITER_BUSINESS_SCREENING,1
283,15135,12/5/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,0
284,15156,12/19/2016,ANDHRA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,1
285,15187,12/21/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,3
286,15206,12/10/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,5
287,15255,12/22/2016,TELANGANA,TAT_RECRUITER_BUSINESS_SCREENING,3
288,15276,12/8/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,1
289,15278,12/15/2016,RAJASTHAN,TAT_RECRUITER_BUSINESS_SCREENING,4
290,15338,12/15/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
291,15340,12/4/2016,KARNATAKA,TAT_RECRUITER_BUSINESS_SCREENING,1
292,15347,12/1/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
293,15378,12/17/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,3
294,15420,12/25/2016,UTTAR PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,5
295,15440,12/29/2016,PONDICHERRY,TAT_RECRUITER_BUSINESS_SCREENING,5
296,15448,12/26/2016,TAMIL NADU,TAT_RECRUITER_BUSINESS_SCREENING,2
297,15457,12/14/2016,MADHYA PRADESH,TAT_RECRUITER_BUSINESS_SCREENING,3
298,15461,12/6/2016,MAHARASHTRA,TAT_RECRUITER_BUSINESS_SCREENING,5
299,15482,12/23/2016,DELHI,TAT_RECRUITER_BUSINESS_SCREENING,3
